Customer,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,policy_type_id,policy_lvl_id,state_id
IA11038,8845.710917,No,Basic,College,1/20/11,Employed,F,77077,Urban,Single,112,11,51,0,7,Offer2,Call Center,528.047506,SUV,Medsize,2,7,5
SA88518,7737.265103,No,Basic,College,1/19/11,Employed,F,50296,Rural,Married,65,26,62,1,2,Offer1,Call Center,46.804,Two-Door Car,Medsize,2,7,5
GO80206,2433.214447,No,Basic,Bachelor,2/8/11,Employed,F,23737,Suburban,Married,62,10,65,1,1,Offer2,Agent,437.934279,Four-Door Car,Small,2,2,2
GB71156,9156.322563,No,Premium,College,1/22/11,Employed,M,59624,Suburban,Divorced,117,23,44,0,3,Offer3,Branch,582.781896,Four-Door Car,Small,1,1,4
RU39880,11747.65373,No,Basic,Bachelor,1/10/11,Employed,F,58658,Suburban,Married,74,16,23,0,2,Offer4,Call Center,355.2,Two-Door Car,Medsize,2,2,4
ND77597,11084.60844,No,Basic,Bachelor,1/17/11,Employed,M,25542,Suburban,Married,70,21,47,0,2,Offer2,Branch,448.374285,Four-Door Car,Medsize,2,2,5
RB70060,7434.247572,No,Basic,High School or Below,2/23/11,Employed,M,51408,Suburban,Married,62,11,92,0,2,Offer1,Agent,297.6,Four-Door Car,Large,2,7,4
BH68769,6347.497519,No,Extended,Bachelor,2/6/11,Employed,M,42259,Suburban,Married,81,1,15,0,3,Offer2,Call Center,529.502964,Two-Door Car,Small,2,7,5
IO64256,2736.944466,No,Basic,High School or Below,1/22/11,Employed,F,78889,Rural,Married,68,0,84,0,1,Offer4,Branch,51.822348,Two-Door Car,Medsize,1,1,5
XU98055,9546.81655,No,Extended,College,2/4/11,Medical Leave,M,15406,Suburban,Married,124,7,40,0,3,Offer3,Call Center,892.8,SUV,Medsize,2,2,2
HP68848,9165.721087,No,Premium,High School or Below,1/23/11,Employed,F,53792,Suburban,Married,115,1,8,1,8,Offer1,Call Center,552.0,Four-Door Car,Small,1,1,2
AW84946,4479.59882,No,Basic,Bachelor,2/4/11,Employed,M,36349,Urban,Married,117,13,49,3,1,Offer1,Agent,326.787526,SUV,Medsize,2,7,2
HE29300,38545.70689,No,Basic,College,1/14/11,Employed,M,41104,Urban,Married,109,4,10,0,2,Offer4,Call Center,440.030847,SUV,Large,1,3,4
XK99408,9177.953095,No,Basic,High School or Below,2/21/11,Employed,F,29098,Suburban,Married,115,21,19,0,4,Offer3,Web,683.554301,SUV,Medsize,2,4,4
RA38184,3444.171166,No,Extended,Bachelor,2/3/11,Unemployed,F,0,Rural,Married,93,10,63,0,1,Offer1,Agent,7.991571,Four-Door Car,Medsize,1,1,2
TN79733,16468.22079,Yes,Basic,High School or Below,1/27/11,Unemployed,F,0,Suburban,Divorced,63,4,52,0,2,Offer2,Agent,685.12694,Four-Door Car,Medsize,2,7,5
RU58277,15485.80378,No,Basic,Master,1/22/11,Employed,F,72026,Urban,Married,191,22,72,0,6,Offer4,Web,554.926724,Luxury SUV,Small,1,3,4
LI10567,11700.6441,No,Premium,High School or Below,2/4/11,Unemployed,M,0,Suburban,Single,169,7,64,0,3,Offer4,Branch,1312.201307,Sports Car,Medsize,2,7,5
JB29250,7573.336505,No,Extended,High School or Below,1/31/11,Employed,F,87615,Suburban,Married,94,35,63,0,3,Offer3,Branch,451.2,Four-Door Car,Medsize,2,7,5
VN57368,7091.740512,No,Basic,High School or Below,2/7/11,Unemployed,M,0,Suburban,Single,68,13,52,0,2,Offer1,Agent,489.6,Four-Door Car,Medsize,1,6,4
VT51874,14862.76011,No,Extended,High School or Below,1/19/11,Unemployed,M,0,Suburban,Divorced,82,5,16,0,2,Offer4,Agent,393.6,Four-Door Car,Medsize,2,2,5
BC48076,7783.78421,No,Basic,Master,1/11/11,Employed,F,48689,Suburban,Married,191,15,18,0,1,Offer1,Call Center,985.193759,Luxury Car,Medsize,2,2,1
DX91931,10242.4096,No,Premium,College,2/12/11,Unemployed,M,0,Suburban,Single,150,32,20,0,8,Offer1,Branch,1080.0,SUV,Small,2,4,1
BP74289,7281.247847,No,Basic,College,1/18/11,Unemployed,M,0,Suburban,Divorced,103,12,43,0,3,Offer2,Call Center,494.4,SUV,Medsize,2,2,5
PS77478,6863.706694,No,Basic,College,1/3/11,Unemployed,M,0,Suburban,Single,110,14,30,1,5,Offer3,Branch,792.0,SUV,Medsize,2,2,2
DA10870,6289.799089,No,Extended,Bachelor,1/8/11,Employed,M,40675,Suburban,Married,81,30,15,2,5,Offer1,Call Center,563.727058,Four-Door Car,Small,2,7,2
TE60343,4716.264294,No,Basic,High School or Below,2/25/11,Employed,M,25746,Suburban,Married,61,0,84,1,3,Offer2,Agent,292.8,Four-Door Car,Medsize,1,1,5
XJ40322,5294.28379,No,Basic,High School or Below,1/6/11,Employed,F,61687,Rural,Single,67,13,17,0,3,Offer4,Web,120.128737,Two-Door Car,Medsize,2,7,4
HJ57617,7685.402943,No,Basic,Bachelor,2/24/11,Employed,M,31686,Suburban,Married,101,14,45,2,8,Offer1,Web,710.661746,SUV,Medsize,1,6,5
CD95333,5638.930838,No,Basic,Bachelor,1/10/11,Employed,M,20920,Rural,Single,74,19,14,0,4,Offer2,Branch,14.784843,Two-Door Car,Medsize,2,4,4
CW98743,2554.033928,No,Basic,College,2/5/11,Employed,F,22538,Suburban,Married,64,6,67,0,1,Offer4,Agent,423.787608,Four-Door Car,Medsize,2,2,4
PA80607,8096.312478,No,Basic,High School or Below,2/25/11,Employed,M,85483,Urban,Married,67,8,15,0,2,Offer2,Agent,314.143133,Two-Door Car,Medsize,2,2,5
YC87263,21312.37811,No,Premium,Master,2/22/11,Employed,F,70734,Suburban,Married,175,4,35,0,2,Offer1,Branch,1200.292827,SUV,Medsize,1,3,5
EB52195,7981.444703,No,Basic,College,1/21/11,Employed,F,40639,Urban,Married,67,21,77,0,2,Offer4,Branch,301.60252,Four-Door Car,Medsize,2,2,5
VF33776,31269.27308,No,Extended,High School or Below,2/6/11,Employed,F,90289,Rural,Married,99,4,88,3,2,Offer2,Web,164.496171,Four-Door Car,Medsize,1,6,3
BP23267,73225.95652,No,Extended,Bachelor,2/9/11,Employed,F,39547,Suburban,Married,202,11,21,0,2,Offer1,Branch,969.6,Luxury SUV,Medsize,2,2,4
OH80943,2659.70565,Yes,Extended,College,2/19/11,Unemployed,F,0,Suburban,Divorced,87,4,4,3,1,Offer2,Agent,420.041981,Four-Door Car,Medsize,3,9,4
OA46321,15512.24997,No,Basic,College,1/17/11,Employed,M,54833,Suburban,Married,198,22,92,3,3,Offer3,Agent,1396.702365,Luxury Car,Large,1,1,5
CA22248,2505.42043,No,Basic,Master,2/14/11,Employed,F,60546,Rural,Single,63,21,71,0,1,Offer2,Branch,46.278027,Four-Door Car,Medsize,2,2,5
LK40273,4898.674401,No,Basic,College,2/11/11,Employed,M,33938,Rural,Single,64,21,76,0,7,Offer1,Branch,63.709865,Four-Door Car,Medsize,2,7,5
LI13735,3113.338974,No,Extended,Bachelor,2/3/11,Employed,F,85586,Rural,Married,77,11,55,0,1,Offer4,Call Center,13.444132,Two-Door Car,Medsize,2,2,5
LK35963,17019.0061,No,Basic,Bachelor,2/1/11,Employed,F,89601,Rural,Married,70,1,8,0,2,Offer2,Branch,117.015463,Two-Door Car,Medsize,2,2,4
YK36937,5791.012841,No,Basic,College,1/8/11,Employed,M,33799,Suburban,Married,74,8,47,1,3,Offer3,Agent,355.2,Four-Door Car,Medsize,2,2,1
IY91183,3683.794027,No,Basic,Master,1/16/11,Unemployed,F,0,Suburban,Married,100,13,25,1,1,Offer4,Call Center,480.0,SUV,Medsize,2,2,2
RA91280,3436.134281,Yes,Extended,Doctor,2/18/11,Employed,M,30817,Rural,Divorced,88,25,43,0,1,Offer2,Branch,91.834668,Four-Door Car,Medsize,2,4,2
LA78882,6297.002886,No,Basic,Bachelor,1/13/11,Unemployed,M,0,Suburban,Single,189,15,51,1,1,Offer1,Agent,1823.730828,Luxury Car,Medsize,2,2,4
RO26233,2464.707849,No,Basic,College,2/25/11,Employed,F,31056,Suburban,Divorced,63,5,46,0,1,Offer3,Agent,302.4,Four-Door Car,Medsize,2,7,4
ZE79055,3075.594979,No,Extended,Bachelor,1/20/11,Employed,M,65017,Urban,Married,81,8,16,4,1,Offer2,Web,301.841073,Four-Door Car,Small,2,7,4
OI92280,8428.471635,No,Basic,College,2/15/11,Disabled,F,12180,Suburban,Single,113,17,62,0,3,Offer1,Agent,675.569113,SUV,Medsize,1,1,5
UK62940,2354.495752,No,Basic,College,1/3/11,Unemployed,M,0,Suburban,Married,64,19,72,0,1,Offer1,Branch,333.830572,Four-Door Car,Medsize,2,2,5
PU41916,22103.5072,Yes,Basic,College,1/30/11,Unemployed,M,0,Suburban,Married,102,35,48,0,2,Offer1,Branch,489.6,SUV,Medsize,2,2,5
QU75179,7147.621865,No,Extended,Bachelor,1/2/11,Employed,M,87454,Rural,Married,89,30,88,0,6,Offer1,Call Center,60.921658,Four-Door Car,Medsize,2,2,4
PB16956,7842.377593,No,Extended,College,2/28/11,Employed,F,51001,Urban,Married,99,13,49,1,3,Offer1,Agent,291.890464,Four-Door Car,Medsize,2,4,5
JX60415,3554.845264,Yes,Extended,Master,1/10/11,Employed,F,58557,Rural,Married,88,4,83,0,1,Offer1,Branch,55.510526,Four-Door Car,Large,2,7,2
CG39505,7251.331956,No,Basic,Bachelor,1/28/11,Disabled,M,18665,Suburban,Divorced,66,9,13,0,2,Offer1,Web,583.278307,Four-Door Car,Medsize,2,2,5
GD59850,5316.606293,No,Basic,College,2/4/11,Disabled,F,21299,Suburban,Married,69,0,1,0,9,Offer3,Branch,331.2,Four-Door Car,Medsize,1,3,5
ME37450,5210.348372,No,Basic,Bachelor,1/4/11,Employed,M,89781,Rural,Single,66,7,89,0,5,Offer1,Agent,37.960537,Four-Door Car,Medsize,3,5,2
EE24901,2989.912494,No,Extended,Bachelor,1/10/11,Unemployed,M,0,Suburban,Married,83,23,11,0,1,Offer2,Web,398.4,Two-Door Car,Large,2,2,2
VY40793,4270.034394,Yes,Extended,College,1/19/11,Unemployed,M,0,Suburban,Married,122,27,2,0,1,Offer2,Agent,725.870693,SUV,Medsize,2,2,5
ZB54635,2524.646973,No,Basic,Bachelor,1/8/11,Unemployed,F,0,Suburban,Married,68,11,81,3,1,Offer1,Agent,386.977271,Two-Door Car,Small,2,4,4
IF58637,2555.851671,No,Basic,High School or Below,1/31/11,Employed,F,22881,Suburban,Single,65,20,10,0,1,Offer2,Call Center,312.0,Four-Door Car,Medsize,2,7,4
RE95629,2320.516874,No,Basic,College,2/15/11,Unemployed,F,0,Suburban,Married,63,18,76,0,1,Offer2,Agent,453.6,Two-Door Car,Medsize,2,2,4
XO67536,2563.394054,No,Basic,College,2/13/11,Disabled,F,10860,Suburban,Married,66,30,91,0,1,Offer2,Call Center,316.8,Four-Door Car,Medsize,2,2,4
QY56887,14208.50598,No,Extended,High School or Below,2/8/11,Unemployed,F,0,Suburban,Single,131,12,26,0,2,Offer3,Agent,943.2,SUV,Medsize,1,1,2
TB77524,8048.371634,No,Basic,College,1/20/11,Unemployed,F,0,Suburban,Single,116,24,90,0,9,Offer2,Branch,1339.303486,SUV,Medsize,2,2,2
WM14507,7671.847478,No,Extended,High School or Below,2/5/11,Employed,F,62582,Suburban,Married,95,11,46,0,3,Offer2,Branch,456.0,Four-Door Car,Small,2,2,3
XL90594,7584.361069,No,Extended,College,1/6/11,Employed,F,87473,Urban,Divorced,95,28,7,0,8,Offer2,Web,448.061777,Four-Door Car,Medsize,2,2,4
CQ78705,7145.29959,No,Extended,College,2/9/11,Employed,F,92681,Suburban,Divorced,91,8,23,3,8,Offer3,Web,436.8,Four-Door Car,Medsize,2,4,5
NY55083,14083.97061,No,Basic,College,1/16/11,Employed,F,74916,Rural,Single,62,8,34,4,2,Offer1,Branch,123.490337,Two-Door Car,Medsize,2,4,5
NJ28041,13055.57087,No,Premium,High School or Below,1/26/11,Employed,M,58684,Suburban,Married,162,4,77,0,9,Offer1,Web,1166.4,SUV,Medsize,2,7,5
CF62430,9129.872774,No,Basic,Bachelor,2/27/11,Employed,F,70973,Suburban,Divorced,114,6,24,1,3,Offer1,Agent,547.2,SUV,Small,2,7,3
SM54927,6739.664992,No,Extended,Bachelor,1/26/11,Unemployed,F,0,Rural,Married,93,34,32,0,9,Offer1,Call Center,13.073952,Four-Door Car,Medsize,2,7,1
RV58659,4422.883059,No,Basic,College,1/20/11,Employed,F,21124,Suburban,Married,112,3,37,0,1,Offer4,Web,733.319294,SUV,Medsize,1,1,1
UZ42802,4526.606038,No,Extended,Bachelor,2/6/11,Unemployed,M,0,Suburban,Single,135,28,66,0,1,Offer1,Agent,1516.383753,Sports Car,Large,2,2,5
KD63933,7048.384055,No,Basic,College,2/19/11,Medical Leave,M,24030,Suburban,Single,194,14,0,0,1,Offer1,Agent,970.688934,Luxury SUV,Medsize,2,4,4
EG54606,5218.97082,No,Basic,Bachelor,2/27/11,Employed,M,21371,Suburban,Married,66,13,48,0,8,Offer2,Branch,590.017366,Four-Door Car,Small,2,7,4
OP73328,5399.57618,No,Basic,High School or Below,2/22/11,Employed,F,71186,Rural,Married,67,11,14,0,6,Offer2,Call Center,29.984815,Two-Door Car,Medsize,2,2,2
QG61936,4516.811394,No,Extended,Master,1/2/11,Unemployed,M,0,Suburban,Married,124,29,9,0,1,Offer2,Call Center,595.2,SUV,Medsize,1,1,4
UU22643,3600.934326,Yes,Basic,High School or Below,2/25/11,Retired,F,25147,Suburban,Single,101,7,54,0,1,Offer1,Agent,694.598288,SUV,Medsize,2,2,5
MF65419,3979.586552,No,Basic,Bachelor,2/2/11,Unemployed,M,0,Suburban,Single,116,32,57,0,1,Offer1,Branch,835.2,Sports Car,Medsize,2,2,5
NT97069,2533.740057,No,Basic,Bachelor,2/21/11,Employed,M,53988,Urban,Married,64,10,17,0,1,Offer4,Agent,206.82346,Two-Door Car,Medsize,2,4,1
OC50447,4966.767294,No,Basic,Bachelor,2/8/11,Employed,M,38055,Rural,Married,64,7,24,1,8,Offer4,Call Center,39.069987,Two-Door Car,Medsize,2,2,3
FA39525,4901.892602,No,Basic,High School or Below,1/25/11,Employed,M,72859,Rural,Divorced,61,6,5,0,9,Offer3,Agent,49.961074,Two-Door Car,Medsize,2,2,5
XW18691,7751.927614,No,Premium,Doctor,1/18/11,Employed,M,67787,Rural,Married,194,9,73,0,1,Offer4,Web,469.257835,SUV,Medsize,2,2,1
UN98304,6880.63389,No,Basic,High School or Below,1/13/11,Unemployed,M,0,Suburban,Single,66,24,48,0,2,Offer1,Web,475.2,Four-Door Car,Small,1,1,5
ZW33889,2477.708203,No,Basic,Bachelor,2/14/11,Employed,F,44280,Rural,Married,62,25,3,0,1,Offer4,Call Center,130.298883,Two-Door Car,Medsize,1,1,4
MQ80538,2727.735302,No,Extended,College,1/4/11,Unemployed,M,0,Suburban,Single,78,10,5,0,1,Offer1,Call Center,374.4,Four-Door Car,Medsize,2,2,5
HZ28612,5626.572446,No,Basic,College,1/5/11,Employed,F,59782,Suburban,Married,70,29,51,0,9,Offer3,Branch,336.0,Four-Door Car,Small,2,7,1
ZQ35017,4650.063763,Yes,Basic,College,1/10/11,Retired,M,28215,Suburban,Single,65,15,26,0,3,Offer1,Agent,468.0,Two-Door Car,Medsize,2,4,4
AE30506,2396.219292,Yes,Basic,Bachelor,1/10/11,Unemployed,F,0,Suburban,Married,66,6,71,2,1,Offer2,Call Center,433.160284,Four-Door Car,Large,2,2,4
LA16827,5432.862643,No,Extended,Master,2/16/11,Employed,M,49919,Suburban,Married,134,27,5,0,1,Offer3,Branch,643.2,SUV,Medsize,2,7,2
TB46243,8693.649178,No,Basic,High School or Below,2/16/11,Employed,M,88294,Urban,Married,108,0,50,0,6,Offer1,Call Center,367.150034,SUV,Small,2,7,2
GI14815,15759.62394,No,Basic,College,2/2/11,Employed,M,55800,Suburban,Married,66,12,91,0,2,Offer4,Agent,473.324671,Two-Door Car,Medsize,2,2,1
LQ28707,22658.53652,Yes,Basic,Bachelor,1/25/11,Retired,M,23665,Suburban,Married,67,19,50,0,2,Offer1,Branch,404.817249,Four-Door Car,Medsize,2,2,5
LC27380,5720.897922,No,Basic,High School or Below,1/6/11,Employed,F,32224,Rural,Married,72,27,21,0,3,Offer1,Branch,19.281882,Four-Door Car,Medsize,2,7,5
TJ32609,8925.632207,No,Basic,High School or Below,2/4/11,Employed,M,23860,Suburban,Married,114,25,57,1,3,Offer2,Call Center,547.2,SUV,Small,2,2,4
AU71562,2936.726182,No,Basic,High School or Below,2/11/11,Employed,F,27179,Suburban,Married,74,32,69,0,1,Offer2,Branch,355.2,Four-Door Car,Medsize,2,2,1
JQ66292,2592.890469,No,Basic,Master,2/21/11,Employed,F,35705,Suburban,Single,65,19,45,0,1,Offer2,Agent,312.0,Two-Door Car,Small,2,7,5
BD66455,4920.77107,No,Premium,High School or Below,2/9/11,Unemployed,M,0,Suburban,Single,143,13,28,0,1,Offer1,Agent,1029.6,SUV,Medsize,2,2,4
HS97484,32437.0535,No,Extended,College,2/3/11,Unemployed,F,0,Suburban,Divorced,99,15,85,0,2,Offer1,Call Center,475.2,Four-Door Car,Medsize,2,2,4
AB45325,2577.319607,No,Basic,High School or Below,1/26/11,Employed,M,74215,Suburban,Married,64,27,41,0,1,Offer4,Branch,345.180055,Two-Door Car,Small,2,2,2
ML93514,4737.841289,No,Premium,Bachelor,1/14/11,Employed,M,63977,Rural,Married,118,10,78,0,1,Offer1,Agent,32.83059,Four-Door Car,Medsize,2,2,4
EO56466,24660.48825,No,Basic,College,2/24/11,Medical Leave,M,22070,Suburban,Married,72,25,33,0,2,Offer1,Agent,345.6,Four-Door Car,Medsize,3,5,5
ZK52226,2499.411829,No,Basic,High School or Below,1/6/11,Unemployed,F,0,Suburban,Single,72,15,47,0,1,Offer2,Branch,345.6,Two-Door Car,Large,1,1,4
EK87467,2722.210707,Yes,Basic,College,2/2/11,Medical Leave,F,17576,Suburban,Married,71,29,70,0,1,Offer2,Call Center,398.502948,Four-Door Car,Medsize,2,2,2
QT24496,4083.560673,No,Basic,College,2/11/11,Disabled,F,13483,Suburban,Married,107,9,60,0,1,Offer1,Branch,556.054702,SUV,Medsize,2,2,4
NM44679,9783.628981,No,Extended,College,2/25/11,Unemployed,M,0,Suburban,Married,136,33,21,0,5,Offer1,Call Center,979.2,SUV,Medsize,2,7,4
SK47066,10492.97256,No,Extended,College,1/9/11,Employed,M,72297,Rural,Married,87,17,37,2,2,Offer1,Agent,109.543927,Four-Door Car,Medsize,2,2,1
YB39959,3237.996209,Yes,Extended,Master,1/16/11,Employed,M,60244,Urban,Married,83,3,72,3,1,Offer3,Agent,326.281835,Four-Door Car,Medsize,2,4,5
OB97365,4045.341004,No,Premium,High School or Below,2/4/11,Employed,F,77237,Rural,Single,102,6,84,0,1,Offer4,Call Center,197.040115,Four-Door Car,Medsize,2,7,4
HX53470,4711.845199,No,Extended,College,2/5/11,Unemployed,F,0,Suburban,Single,129,15,73,0,1,Offer1,Branch,1178.950186,SUV,Medsize,1,3,4
JA17689,2416.479564,No,Basic,Bachelor,2/11/11,Unemployed,M,0,Suburban,Married,68,13,93,0,1,Offer1,Branch,436.411688,Two-Door Car,Medsize,2,2,2
CJ63667,31803.30779,No,Basic,Master,1/2/11,Disabled,F,25663,Suburban,Married,114,20,89,0,2,Offer2,Branch,663.131089,Sports Car,Medsize,1,1,5
GI70759,4818.635094,No,Basic,Bachelor,1/3/11,Unemployed,M,0,Suburban,Single,71,26,80,0,9,Offer1,Agent,511.2,Four-Door Car,Medsize,2,2,4
LT24477,8605.495006,No,Basic,High School or Below,2/17/11,Employed,M,47589,Rural,Married,109,35,44,1,7,Offer1,Agent,110.529874,SUV,Medsize,2,7,4
LQ45358,4035.769432,No,Premium,Bachelor,1/14/11,Unemployed,M,0,Suburban,Married,112,6,73,0,1,Offer3,Call Center,537.6,Four-Door Car,Medsize,2,4,3
WY58284,8622.835375,Yes,Basic,Bachelor,2/18/11,Employed,M,97361,Suburban,Single,73,6,85,0,2,Offer1,Agent,350.4,Four-Door Car,Medsize,2,7,4
YD53564,5553.801956,No,Basic,College,1/25/11,Medical Leave,F,26441,Rural,Married,71,16,28,0,5,Offer1,Branch,152.216871,Two-Door Car,Medsize,2,7,4
NI66988,24868.24096,No,Extended,High School or Below,2/10/11,Unemployed,F,0,Suburban,Married,128,12,9,0,2,Offer1,Agent,715.951352,SUV,Medsize,2,2,5
LW25030,5046.892442,No,Basic,Bachelor,1/17/11,Medical Leave,F,29957,Suburban,Married,65,19,72,0,7,Offer1,Agent,312.0,Four-Door Car,Small,1,1,2
KX47545,8031.706693,No,Basic,High School or Below,1/22/11,Employed,M,40082,Suburban,Divorced,69,6,18,0,2,Offer4,Agent,331.2,Four-Door Car,Small,2,7,5
XB27698,8622.835375,Yes,Basic,Bachelor,2/18/11,Employed,M,97361,Suburban,Single,73,6,85,0,2,Offer1,Agent,350.4,Four-Door Car,Medsize,2,4,5
BX45636,9161.655119,No,Basic,High School or Below,1/15/11,Employed,F,91763,Urban,Married,113,22,64,0,3,Offer1,Call Center,441.992043,SUV,Small,3,9,4
IS85460,5956.545724,No,Basic,High School or Below,1/10/11,Employed,F,48993,Suburban,Married,74,6,29,0,4,Offer2,Call Center,810.461707,Two-Door Car,Medsize,2,4,4
EG36536,8496.063681,No,Basic,Bachelor,2/18/11,Employed,M,24031,Suburban,Divorced,109,0,72,0,7,Offer1,Web,523.2,Sports Car,Small,2,7,2
UZ95992,4376.363592,Yes,Premium,Bachelor,2/28/11,Employed,F,63774,Rural,Divorced,111,18,63,0,1,Offer2,Agent,60.036683,Four-Door Car,Medsize,2,2,4
QL20148,22332.43946,Yes,Extended,College,1/11/11,Employed,M,49078,Suburban,Single,97,10,3,0,2,Offer2,Branch,484.013411,Four-Door Car,Medsize,2,2,5
SV51174,20631.15177,No,Extended,Master,1/3/11,Employed,M,28935,Rural,Married,87,24,93,0,2,Offer2,Agent,119.630789,Two-Door Car,Medsize,2,2,5
WP10197,3933.813993,Yes,Basic,High School or Below,1/23/11,Employed,M,25927,Suburban,Single,103,6,20,0,1,Offer2,Web,674.973614,SUV,Medsize,2,2,3
VV81837,4928.648668,No,Extended,High School or Below,2/15/11,Employed,M,52507,Suburban,Married,123,23,55,0,1,Offer1,Agent,590.4,SUV,Medsize,2,2,5
GT41712,5414.320958,No,Basic,Bachelor,1/19/11,Unemployed,F,0,Rural,Married,74,17,51,0,4,Offer1,Agent,78.581528,Four-Door Car,Medsize,2,2,4
VL59942,10571.5377,No,Basic,Bachelor,2/12/11,Employed,F,94137,Rural,Married,65,16,27,0,2,Offer2,Web,43.579327,Four-Door Car,Medsize,2,7,2
LH53046,5439.3601,No,Basic,High School or Below,2/8/11,Employed,F,69186,Urban,Single,69,24,16,0,3,Offer2,Agent,192.591072,Four-Door Car,Small,2,2,3
OG36837,7648.25947,No,Extended,Doctor,1/22/11,Employed,F,91071,Urban,Married,94,21,25,2,3,Offer2,Call Center,402.74168,Four-Door Car,Medsize,2,4,2
VO30155,5421.537952,No,Basic,High School or Below,1/13/11,Employed,M,85447,Suburban,Single,71,23,2,2,3,Offer4,Branch,509.997312,Four-Door Car,Medsize,1,3,3
WW19050,5714.246379,No,Extended,High School or Below,2/26/11,Unemployed,M,0,Rural,Married,79,3,66,0,9,Offer4,Agent,50.447629,Two-Door Car,Large,2,7,5
UY85263,11255.46343,No,Extended,Bachelor,2/3/11,Employed,F,88858,Urban,Married,93,2,60,0,2,Offer2,Agent,310.36774,Four-Door Car,Small,2,7,3
CS30372,5420.339434,No,Basic,Bachelor,2/23/11,Employed,M,21881,Rural,Married,69,9,27,0,5,Offer3,Agent,133.099001,Four-Door Car,Medsize,1,1,5
TQ85537,2980.464566,No,Basic,College,1/8/11,Employed,M,72669,Urban,Married,74,29,39,0,1,Offer4,Agent,332.76894,Four-Door Car,Medsize,2,2,1
PE72696,10892.90825,No,Extended,College,1/7/11,Employed,M,68025,Suburban,Divorced,91,15,17,0,2,Offer1,Branch,436.8,Four-Door Car,Medsize,2,7,4
UV89077,11638.89947,Yes,Basic,College,1/26/11,Medical Leave,F,25370,Suburban,Married,102,10,77,0,2,Offer1,Branch,489.6,Sports Car,Large,2,2,5
EI29901,7295.42703,No,Basic,Bachelor,2/12/11,Employed,M,26849,Rural,Married,62,5,0,0,2,Offer4,Agent,38.309313,Four-Door Car,Medsize,2,2,2
FD16853,5373.724065,No,Basic,High School or Below,2/26/11,Unemployed,F,0,Suburban,Married,72,2,83,0,3,Offer1,Call Center,427.265172,Four-Door Car,Medsize,2,2,2
FH81409,8152.244431,No,Extended,High School or Below,1/21/11,Unemployed,M,0,Suburban,Single,79,19,70,0,2,Offer1,Agent,568.8,Four-Door Car,Small,2,4,4
ZF64287,13081.3077,No,Basic,High School or Below,2/16/11,Employed,M,89948,Rural,Divorced,110,17,53,1,2,Offer2,Agent,125.017501,Sports Car,Medsize,3,5,4
NT82538,4496.977642,No,Basic,Bachelor,2/19/11,Unemployed,F,0,Suburban,Single,63,14,45,0,3,Offer2,Branch,419.610914,Two-Door Car,Medsize,2,2,5
HA56608,13727.79972,Yes,Extended,College,1/8/11,Unemployed,M,0,Suburban,Single,126,12,4,0,2,Offer1,Agent,604.8,SUV,Medsize,3,9,4
JZ61712,3359.239423,No,Extended,Bachelor,2/10/11,Employed,M,97576,Suburban,Married,83,1,49,1,1,Offer4,Call Center,544.712653,Two-Door Car,Large,2,2,3
SH55598,3703.437656,No,Extended,High School or Below,2/9/11,Employed,F,23120,Suburban,Married,93,5,87,0,1,Offer3,Agent,446.4,Four-Door Car,Medsize,2,2,2
TM43177,3105.35094,No,Extended,High School or Below,1/15/11,Employed,F,97234,Urban,Single,78,13,39,0,1,Offer2,Branch,317.982567,Four-Door Car,Large,2,2,5
WR90490,4893.979609,No,Basic,High School or Below,1/21/11,Disabled,M,25572,Suburban,Married,65,0,30,0,3,Offer3,Agent,312.0,Four-Door Car,Medsize,2,2,3
WV57524,10208.92761,Yes,Extended,College,2/14/11,Employed,F,35482,Suburban,Married,129,21,59,0,3,Offer1,Branch,619.2,SUV,Medsize,2,4,5
LK73001,8954.434101,No,Premium,College,2/18/11,Employed,M,34614,Suburban,Married,114,6,9,0,3,Offer3,Branch,547.2,Four-Door Car,Small,2,2,4
JQ29969,4236.468669,No,Premium,Bachelor,1/30/11,Employed,F,59038,Suburban,Married,105,0,31,0,1,Offer1,Agent,588.265049,Two-Door Car,Medsize,2,7,5
GS50147,5234.780561,No,Basic,High School or Below,2/19/11,Unemployed,M,0,Suburban,Single,73,7,60,0,3,Offer1,Agent,794.874636,Two-Door Car,Small,2,2,5
NB10500,3939.00637,Yes,Extended,Bachelor,1/28/11,Employed,F,60021,Suburban,Married,99,12,28,0,1,Offer2,Agent,882.871945,Four-Door Car,Small,2,2,4
NM77735,8396.605358,No,Basic,Bachelor,2/4/11,Employed,F,47593,Urban,Single,72,33,52,0,2,Offer1,Call Center,344.137073,Four-Door Car,Medsize,2,4,5
CG36206,2141.979314,No,Basic,Bachelor,1/10/11,Unemployed,M,0,Suburban,Single,67,3,79,1,1,Offer4,Web,321.6,Four-Door Car,Medsize,2,2,4
UZ80048,6185.9699,No,Extended,College,2/21/11,Retired,M,28001,Suburban,Married,83,15,42,0,5,Offer3,Agent,438.778537,Two-Door Car,Large,2,2,5
